id,probability
10627,0.03037366262161137
4663,0.030373662621611404
7857,0.030373662621611477
21146,0.030373662621611404
19168,0.03037366262161132
16296,0.030373662621611425
110003,0.03037366262161135
109278,0.030373662621611397
71856,0.030373662621611404
21790,0.03037366262161129
45351,0.03037366262161126
32782,0.030373662621611397
98504,0.03037366262161129
106228,0.030373662621611303
119441,0.030373662621611477
76669,0.030373662621611355
88729,0.03037366262161135
4648,0.03037366262161137
76226,0.030373662621611404
117841,0.030373662621611355
97568,0.030373662621611376
132749,0.030373662621611328
25021,0.030373662621611404
99843,0.030373662621611407
31336,0.030373662621611404
123462,0.030373662621611404
22026,0.030373662621611456
74467,0.03037366262161137
9830,0.03037366262161143
7080,0.030373662621611355
12256,0.030373662621611397
66335,0.0303736626216113
84704,0.030373662621611397
131152,0.030373662621611376
42702,0.03037366262161137
83444,0.030373662621611477
10310,0.03037366262161135
102520,0.030373662621611404
63964,0.030373662621611355
17045,0.030373662621611355
25619,0.030373662621611404
120017,0.030373662621611314
59583,0.030373662621611456
94609,0.030373662621611404
71163,0.030373662621611282
114950,0.030373662621611418
114558,0.030373662621611425
64411,0.030373662621611425
17977,0.030373662621611376
35329,0.030373662621611456
33264,0.030373662621611355
118002,0.030373662621611407
74122,0.030373662621611456
54592,0.030373662621611314
67479,0.030373662621611425
41617,0.030373662621611272
37553,0.030373662621611303
11438,0.030373662621611418
109385,0.030373662621611355
90773,0.030373662621611355
133145,0.03037366262161135
109616,0.030373662621611376
117169,0.030373662621611272
32088,0.03037366262161135
96770,0.030373662621611404
46345,0.030373662621611376
119376,0.030373662621611335
43581,0.030373662621611355
68540,0.030373662621611456
10582,0.030373662621611376
287,0.030373662621611404
39772,0.030373662621611456
33910,0.03037366262161129
84093,0.030373662621611355
62960,0.030373662621611328
52073,0.030373662621611407
77116,0.030373662621611376
115829,0.030373662621611397
93341,0.030373662621611404
93826,0.030373662621611335
81165,0.030373662621611328
115322,0.030373662621611404
93437,0.030373662621611303
91267,0.030373662621611355
50992,0.030373662621611425
71131,0.03037366262161143
79905,0.030373662621611456
64725,0.030373662621611335
45126,0.030373662621611397
88329,0.030373662621611397
58622,0.030373662621611456
23940,0.030373662621611272
5202,0.030373662621611355
121299,0.030373662621611314
7512,0.03037366262161137
54749,0.03037366262161137
102761,0.03037366262161137
100386,0.03037366262161135
26016,0.030373662621611404
101127,0.030373662621611404
35005,0.030373662621611376
7020,0.030373662621611272
19194,0.030373662621611456
31642,0.030373662621611272
79828,0.030373662621611404
31450,0.03037366262161143
29795,0.030373662621611425
43109,0.03037366262161137
76581,0.030373662621611376
110739,0.030373662621611425
93326,0.03037366262161143
35553,0.03037366262161137
126305,0.030373662621611376
12450,0.030373662621611425
126161,0.030373662621611456
126219,0.030373662621611282
130481,0.030373662621611456
81509,0.03037366262161129
35598,0.030373662621611425
103505,0.03037366262161129
45242,0.030373662621611376
61602,0.030373662621611272
92209,0.03037366262161137
80892,0.030373662621611376
85398,0.030373662621611376
82344,0.03037366262161143
94865,0.030373662621611272
52112,0.030373662621611404
28044,0.03037366262161137
48406,0.0303736626216113
441,0.030373662621611335
120176,0.03037366262161129
119875,0.030373662621611397
66811,0.030373662621611456
38288,0.030373662621611407
39487,0.030373662621611355
109751,0.030373662621611376
32155,0.030373662621611404
44553,0.03037366262161143
66547,0.030373662621611425
